gtin;descricao;marca;ncm;ncm_descricao;gpc;gpc_descricao;categoria;categoria_id;categoria_pai_id;peso_liquido;peso_bruto;preco_medio;preco_min;preco_max;gtins_alternativos;thumbnail;criado_em;atualizado_em;fontes
7897268844421;VINHO SABATINI ROSE;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T21:13:48.000-03:00;ncm:22059000
7897365300011;VINHO IRMAOS PICCOLI 4,5LT TNTO SECO;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T21:33:36.000-03:00;ncm:22042211
7897365300028;COQUETEL VINHO IRMAOS PICCOLI 4,5L TTO;;22042910;Vinhos;;;;;;1000;1050;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T21:33:37.000-03:00;ncm:22042910
7897365300035;VINHO IRMAOS PICCOLI 4,5LT BCO SCO;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T21:33:37.000-03:00;ncm:22042211
7897507400036;VINHO PICCOLI 4.6LT TTO SECO;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2016-04-06T02:27:18.000-03:00;2026-07-31T22:13:10.000-03:00;ncm:22042910
7897688504011;SIDRA DRINK DE PRATA;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T23:09:26.000-03:00;ncm:22060010
7897688504035;FILTRADO DRINK DE PRATA ROSADO;;22060010;Sidra;;;;;;;;;0.0;0.0;17897688504032;;2014-04-24T11:07:34.000-03:00;2026-07-31T23:09:27.000-03:00;ncm:22060010
7897736409053;BLACK FIRE WHISKY 1L;;22083090;Outros;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7897736409053;2019-05-17T17:51:10.000-03:00;2026-07-01T13:16:08.000-03:00;ncm:22083090
7897779201096;VINH MONTE CARVALHO 750M;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T23:39:13.000-03:00;ncm:22042910
7897779201195;VINHO MONTE CARVALHO BORDO TT SECO;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T23:39:14.000-03:00;ncm:22042910
7897819893045;VINHO CANGUERA 4 5L TINTO SECO;;22042910;Vinhos;;;Vinho Tinto;247;74;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T23:48:34.000-03:00;ncm:22042910
7897819893304;VINHO CANGUERA TINTO SECO 2LT;;22042910;Vinhos;;;;;;1000;1050;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T23:48:38.000-03:00;ncm:22042910
7898010860805;CACHACA BOAZINHA;BOAZINHA COM ROSCA;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;Cachaça;151;69;;;;0.0;0.0;7898010860812;https://cdn-cosmos.bluesoft.com.br/products/7898010860805;2014-04-24T11:07:34.000-03:00;2026-08-01T00:47:48.000-03:00;ncm:22084000
7898011450142;CACHAÇA ESPÍRITO DE MINAS 750ML;ESPIRITO DE MINAS;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7898011450142;2014-04-24T11:07:34.000-03:00;2026-08-01T00:48:22.000-03:00;ncm:22084000
7898043100138;COQ VINHO TROPICAL JURUBEBA;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-08-02T01:00:15.000-03:00;ncm:22051000
7898075980104;AGUARDENTE ALEGRIA DA ROÇA;CACHAÇA ALEGRIA DA ROÇA;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;78900296321906;https://cdn-cosmos.bluesoft.com.br/products/7898075980104;2014-04-24T11:07:34.000-03:00;2026-08-02T01:42:35.000-03:00;ncm:22084000
7898094890019;AGUARDENTE MARINBONDO 1L;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;Cachaça;151;69;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-08-12T10:04:08.000-03:00;ncm:22084000
7898094890033;AGUARDENTE DONZELA 1L;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-08-02T02:05:34.000-03:00;ncm:22084000
7898138440569;ALCOOL LUMA SEPT GEL 1L;;22083010;Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade igual ou superior a 50 l;;;;;;;;;0.0;0.0;;;2018-08-14T08:13:00.000-03:00;2026-08-02T03:08:50.000-03:00;ncm:22083010
7898172660121;CANINHA JAMEL 12/;JAMEL;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-08-02T03:58:23.000-03:00;ncm:22084000
7898230710508;CERVEJA STOUT PURO MALTE BADEN BADEN GARRAFA 600ML;BADEN BADEN;22030000;Cervejas de malte.;10000159;Cerveja;Cervejas Tradicionais;141;203;;;;0.0;0.0;7898230715251;https://cdn-cosmos.bluesoft.com.br/products/7898230710508;2014-04-24T11:07:34.000-03:00;2026-08-02T05:26:14.000-03:00;ncm:22030000
7898230715466;CERVEJA ALE CHOCOLATE BADEN BADEN GARRAFA 600ML;BADEN BADEN;22030000;Cervejas de malte.;10000159;Cerveja;Cervejas Tradicionais;141;203;;;;0.0;0.0;7898230715473;https://cdn-cosmos.bluesoft.com.br/products/7898230715466;2014-04-24T11:07:34.000-03:00;2026-08-02T05:26:21.000-03:00;ncm:22030000
7898234630093;AGUARDENTE COROADA LIMAO;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;1;1;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-08-02T05:32:30.000-03:00;ncm:22082000
7898235980104;ESPUMANTE ITALIANO BRANCO BRUT ANELLA ANDREANI PROSECCO GARRAFA 750ML;ANELLA ANDREANI;22041090;Outros;;;Espumante e Champanhe;143;140;;;;0.0;0.0;57898235980109;https://cdn-cosmos.bluesoft.com.br/products/7898235980104;2014-04-24T11:07:34.000-03:00;2026-08-02T05:33:34.000-03:00;ncm:22041090
7898255980047;CACHAÇA CLÁSSICA SANTO GRAU PARATY GARRAFA 750ML;SANTO GRAU;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;Cachaça;151;69;;;;0.0;0.0;17898255980044;https://cdn-cosmos.bluesoft.com.br/products/7898255980047;2014-04-24T11:07:34.000-03:00;2026-08-02T05:55:34.000-03:00;ncm:22084000
7898266930529;ESPUMANTE BRASILEIRO BRANCO BRUT FAUSTO SERRA GAÚCHA GARRAFA 750ML;PIZZATO;22041010;Tipo champanha (champagne);;;Espumante e Champanhe;143;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7898266930529;2014-04-24T11:07:34.000-03:00;2026-08-02T06:13:38.000-03:00;ncm:22041010
7898266930598;ESPUMANTE BRASILEIRO BRANCO DEMI-SEC FAUSTO SERRA GAÚCHA GARRAFA 750ML;PIZZATO;22041010;Tipo champanha (champagne);;;Espumante e Champanhe;143;140;;;;0.0;0.0;17898266930595;https://cdn-cosmos.bluesoft.com.br/products/7898266930598;2014-04-24T11:07:34.000-03:00;2026-08-02T06:13:39.000-03:00;ncm:22041010
7898276970072;ESPUMANTE CASA VALDUGA 130 BRUT;;22041010;Tipo champanha (champagne);;;Espumante e Champanhe;143;140;;;;0.0;0.0;17898276970079;https://cdn-cosmos.bluesoft.com.br/products/7898276970072;2014-04-24T11:07:34.000-03:00;2026-08-02T06:29:26.000-03:00;ncm:22041010
7898276970164;ESPUMANTE BRASILEIRO BRANCO BRUT RESERVA CASA VALDUGA CHARDONNAY PINOT NOIR VALE DOS VINHEDOS GARRAFA 750ML;CASA VALDUGA;22041010;Tipo champanha (champagne);;;Espumante e Champanhe;143;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7898276970164;2014-04-24T11:07:34.000-03:00;2026-08-02T06:29:28.000-03:00;ncm:22041010
7898276970867;ESPUM NAC ALTO VALE DEMI-SEC;MAGNUM;22041010;Tipo champanha (champagne);;;;;;4000;4000;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7898276970867;2014-04-24T11:07:34.000-03:00;2026-08-02T06:29:34.000-03:00;ncm:22041010
7898276971017;ESPUM NAC CASA VALDUGA ARTE TRADICIONAL DEMI-SEC;CASA VALDUGA;22041010;Tipo champanha (champagne);;;Espumante e Champanhe;143;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7898276971017;2014-04-24T11:07:34.000-03:00;2026-09-14T07:02:27.000-03:00;ncm:22041010
7898280620017;SIDRA LIDER MACA;;22060010;Sidra;;;Sidra;142;140;;;;0.0;0.0;17898280620212;https://cdn-cosmos.bluesoft.com.br/products/7898280620017;2014-04-24T11:07:34.000-03:00;2026-08-02T06:35:27.000-03:00;ncm:22060010
7898280620024;SIDRA LIDER TRADICIONAL, MACA;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-08-02T06:35:27.000-03:00;ncm:22060010
7898280620208;ESPUMANTE CRISTAL PRATA BRANCA;;22060010;Sidra;;;Espumante e Champanhe;143;140;;;;0.0;0.0;17898280620205;https://cdn-cosmos.bluesoft.com.br/products/7898280620208;2014-04-24T11:07:34.000-03:00;2026-08-02T06:35:30.000-03:00;ncm:22060010
7898280620215;SIDRA LIDER;LÍDER BEBIDAS;22060090;Outras;;;Espumante e Champanhe;143;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7898280620215;2014-04-24T11:07:34.000-03:00;2026-09-14T09:26:22.000-03:00;ncm:22060090
7898280620307;ESPUMANTE LEADER CESTA NATAL;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-08-02T06:35:32.000-03:00;ncm:22060010
